2019-08-02 04:39:59,"b""Hey @united ! My friend @RachelBrown49 and her son left korea on WEDNESDAY and STILL haven't made it home! She's go\xe2\x80\xa6 https://t.co/ExCaSdt08H"""
2019-08-02 04:18:50,"b""@united please have a customer service rep respond. I'm still sitting in Newark airport. We are approaching 50 hour\xe2\x80\xa6 https://t.co/tqMmYL4ypf"""
2019-08-02 03:39:26,b'Awesome flying #unitedAIRLINES in the storm.  Finally made it safe and sound. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f'
2019-08-02 03:07:37,b'Which airline snack do you like the best? #Delta #AmericanAirlines #unitedAIRLINES #SouthwestAirlines'
2019-08-02 02:57:55,"b'Welcome to my #UnitedAirlines flight of eleven. We earned those first class seats after our thirteen hour delay, li\xe2\x80\xa6 https://t.co/h9OSp36L6R'"
2019-08-02 02:52:45,b'#UnitedAirlines 4 flight delays and several gate changes. Will I ever get home?'
2019-08-02 02:32:14,"b""To all the frequent flyers out there: what's the airline with the worst on-time record? My vote goes to United \xf0\x9f\xa4\x95\xf0\x9f\x9b\xab\xf0\x9f\xa4\x95\xf0\x9f\x9b\xac\xe2\x80\xa6 https://t.co/ieZtNL3hfG"""
2019-08-02 02:25:09,b'#UnitedAirlines...but why? Twice in one week?'
2019-08-02 01:58:57,b'6 hrs. Later at LAX!  Thanks #UnitedAirlines  you\xe2\x80\x99ve done it again!  Oi veh! https://t.co/QEqP0TOEpA'
2019-08-02 01:57:01,b'6 hrs later at LAX!  Thanks #UnitedAirlines   Oi veh! https://t.co/38EBGNExXh'
2019-08-02 00:43:16,"b""@united my final flight was pushed from 9:15 to 10:10 to 2am now.\n\nI'm at 40+ hours travel with an 11 year old in t\xe2\x80\xa6 https://t.co/pSndUtFu67"""
2019-08-02 00:20:54,b'RT @UnitedFlyerHD: United B787-9 (N27965) sandwiched by a couple of ERJs at Houston IAH \n#avgeek #boeing #embraer #dreamliner #boeing787 #U\xe2\x80\xa6'
2019-08-01 23:48:34,b'Lies Lies Lies #unitedAIRLINES where are the thunderstorms? https://t.co/laQRwCwcu4'
2019-08-01 23:37:45,b'RT @jadtennis: Shoutout to the @united baggage service rep today at LAS. So much help tracing my lost luggage so that I have clothes for th\xe2\x80\xa6'
2019-08-01 23:22:34,b'Shoutout to the @united baggage service rep today at LAS. So much help tracing my lost luggage so that I have cloth\xe2\x80\xa6 https://t.co/DE9TdzNDrt'
2019-08-01 22:49:50,b'@AlaskaAir so sad our flight got cancelled from #sfo to Las Vegas. Wanted to ride with #AlaskaAir but thankful for\xe2\x80\xa6 https://t.co/gepd5Bq8zY'
2019-08-01 22:40:47,"b'I\xe2\x80\x99ve flown on 27 flights with @united since January, this year, and have only had 1 flight leave on-time. 27 flight\xe2\x80\xa6 https://t.co/SDUkPS2uQq'"
2019-08-01 22:35:25,b'RT @UnitedFlyerHD: United B787-9 (N27965) sandwiched by a couple of ERJs at Houston IAH \n#avgeek #boeing #embraer #dreamliner #boeing787 #U\xe2\x80\xa6'
2019-08-01 22:22:21,b'DREAMLINER #unitedairlines #boeing787 takeoff to #frankfurt at #sfo\n-\nBy hd_melbourne_aviation https://t.co/zofLyuPWeS'
2019-08-01 21:32:06,b'RT @UnitedFlyerHD: United B787-9 (N27965) sandwiched by a couple of ERJs at Houston IAH \n#avgeek #boeing #embraer #dreamliner #boeing787 #U\xe2\x80\xa6'
2019-08-01 21:31:12,b'RT @UnitedFlyerHD: United B787-9 (N27965) sandwiched by a couple of ERJs at Houston IAH \n#avgeek #boeing #embraer #dreamliner #boeing787 #U\xe2\x80\xa6'
2019-08-01 21:26:28,"b'While the team is in the field, we are sharing more background about this remarkable mission. Please stay with us a\xe2\x80\xa6 https://t.co/nKsdEORdYF'"
2019-08-01 21:18:40,b'RT @UnitedFlyerHD: United B787-9 (N27965) sandwiched by a couple of ERJs at Houston IAH \n#avgeek #boeing #embraer #dreamliner #boeing787 #U\xe2\x80\xa6'
2019-08-01 21:11:55,"b""I had to fly United for work, spent several minutes picking out a seat that wouldn't be too claustrophobic, only to\xe2\x80\xa6 https://t.co/Cxda2nUdbt"""
2019-08-01 20:10:37,b'[#UnitedAirlines] Is Giving Its Frequent Fliers Free Membership to Clear - Cond\xc3\xa9 Nast Traveler https://t.co/gfneY00Tnp'
2019-08-01 20:01:02,b'RT @RobinWrightGunn: @MaryLandersSMN @united These answers from #UnitedAirlines  are right out of the BOT playbook.  Except that this is a\xe2\x80\xa6'
2019-08-01 19:59:06,"b'RT @kimberswartz: After this horrific flight &amp; #customerservice experience, my family will be avoiding @united like the plague - even if it\xe2\x80\xa6'"
